id,smiles,inchiKey,parentGroupLabel,reactionStep,functionalGroup,stoichiometry,uff_energy,mmff_energy
27938,c1c(N)ccc(c12)cc3c(n2)cnc(N)c3N,PTRXQJCHPAGISM-UHFFFAOYSA-N,50,0,NH2,C12N5H11,41.02279619,43.29158203
27952,c1c(N)c(N)cc(c12)cc3c(n2)cncc3,QBUSJUJEPHXTTP-UHFFFAOYSA-N,50,0,NH2,C12N4H10,36.75583985,57.78418563
27954,Nc1c(N)cc(N)c(c12)c(N)c3c(n2)c(N)nc(N)c3N,QDTSEJFVWDKGDV-UHFFFAOYSA-N,50,0,NH2,C12N9H15,73.64000054,98.82408041
27958,Nc1cccc(c12)c(N)c3c(n2)cncc3N,QFHWVMHIWXOJOY-UHFFFAOYSA-N,50,0,NH2,C12N5H11,51.96149072,137.0622703
27959,c1c(N)c(N)cc(c12)c(N)c3c(n2)c(N)nc(N)c3N,QFTDUSJHWJYHKR-UHFFFAOYSA-N,50,0,NH2,C12N8H14,60.89453386,52.65024123
27963,Nc1ccc(N)c(c12)cc3c(n2)c(N)ncc3,QHDYRNSTUMQNBB-UHFFFAOYSA-N,50,0,NH2,C12N5H11,39.54807089,77.04105759
27968,Nc1ccc(N)c(c12)c(N)c3c(n2)cnc(N)c3N,QJXOERLFHQOTHX-UHFFFAOYSA-N,50,0,NH2,C12N7H13,67.12713513,103.7669342
27979,c1c(N)cc(N)c(c12)c(N)c3c(n2)c(N)ncc3N,QNFCILXPLDIIPD-UHFFFAOYSA-N,50,0,NH2,C12N7H13,63.89183478,97.95094026
27980,Nc1ccc(N)c(c12)c(N)c3c(n2)c(N)nc(c3)N,QNJNVHODWYDHOB-UHFFFAOYSA-N,50,0,NH2,C12N7H13,54.19105017,46.15143337
27982,Nc1c(N)ccc(c12)cc3c(n2)c(N)nc(N)c3N,QOVSASZECDTYPE-UHFFFAOYSA-N,50,0,NH2,C12N7H13,47.91620018,70.67475011
27984,Nc1c(N)ccc(c12)c(N)c3c(n2)cnc(N)c3N,QPSVUCAJYYIJDM-UHFFFAOYSA-N,50,0,NH2,C12N7H13,60.62658745,101.6136878
27986,c1c(N)ccc(c12)c(N)c3c(n2)c(N)nc(N)c3N,QQBQQDARZRIRQS-UHFFFAOYSA-N,50,0,NH2,C12N7H13,56.45123332,50.58700931
27991,c1c(N)c(N)cc(c12)cc3c(n2)c(N)ncc3,QSCJAQXQDYSEDQ-UHFFFAOYSA-N,50,0,NH2,C12N5H11,38.08886608,43.74812118
28004,c1cccc(c12)c(N)c3c(n2)cnc(N)c3N,QYPBBNMJJAPYLF-UHFFFAOYSA-N,50,0,NH2,C12N5H11,53.89629373,73.29682739
28007,Nc1cccc(c12)c(N)c3c(n2)c(N)nc(N)c3N,RBDYALSZCQJTKB-UHFFFAOYSA-N,50,0,NH2,C12N7H13,57.36366582,82.40704475
28010,Nc1c(N)c(N)cc(c12)cc3c(n2)cncc3N,RCGXBYJNCDXKGR-UHFFFAOYSA-N,50,0,NH2,C12N6H12,47.09464536,128.0842057
28012,c1cc(N)c(N)c(c12)c(N)c3c(n2)cnc(N)c3N,RDCLFZQMUYSWDZ-UHFFFAOYSA-N,50,0,NH2,C12N7H13,69.33920542,83.47543734
28016,c1c(N)c(N)c(N)c(c12)cc3c(n2)cncc3N,REQKCCMMXZDGFA-UHFFFAOYSA-N,50,0,NH2,C12N6H12,50.40558323,107.6606652
28019,Nc1cccc(c12)cc3c(n2)c(N)ncc3N,RFOKVEOCKYLAJJ-UHFFFAOYSA-N,50,0,NH2,C12N5H11,39.265707,100.5897946
28021,c1cccc(c12)cc3c(n2)c(N)ncc3,RGYAPINUDDXBRK-UHFFFAOYSA-N,50,0,NH2,C12N3H9,32.77180598,50.08129338
28025,Nc1c(N)c(N)cc(c12)c(N)c3c(n2)c(N)nc(N)c3N,RJGFUWUERKGLEA-UHFFFAOYSA-N,50,0,NH2,C12N9H15,66.75794238,94.22472987
28028,Nc1c(N)ccc(c12)c(N)c3c(n2)c(N)nc(N)c3N,RJYLKMKQPDYPID-UHFFFAOYSA-N,50,0,NH2,C12N8H14,62.11158055,88.41992133
28029,c1c(N)c(N)cc(c12)c(N)c3c(n2)cncc3,RKMPXUUGWNPHCQ-UHFFFAOYSA-N,50,0,NH2,C12N5H11,45.63169732,70.46766085
28044,c1cc(N)cc(c12)c(N)c3c(n2)cnc(N)c3N,RRPDVHBVVADGEW-UHFFFAOYSA-N,50,0,NH2,C12N6H12,54.91438115,59.22919045
28045,Nc1c(N)c(N)c(N)c(c12)cc3c(n2)c(N)ncc3N,RTBBPQAFHVPOHU-UHFFFAOYSA-N,50,0,NH2,C12N8H14,57.95311482,132.9751836
28050,c1c(N)cc(N)c(c12)c(N)c3c(n2)c(N)nc(c3)N,RXPBBAXNDWKIQI-UHFFFAOYSA-N,50,0,NH2,C12N7H13,53.18601884,18.35088902
28058,Nc1c(N)c(N)c(N)c(c12)cc3c(n2)cncc3N,SCCBEMQKOYYQLU-UHFFFAOYSA-N,50,0,NH2,C12N7H13,56.9926264,149.0040846
28059,c1cc(N)c(N)c(c12)c(N)c3c(n2)c(N)nc(c3)N,SCQOIWMMSXUEDC-UHFFFAOYSA-N,50,0,NH2,C12N7H13,56.70800775,25.86179884
28061,c1cc(N)c(N)c(c12)c(N)c3c(n2)c(N)nc(N)c3N,SCXALFKMOWBXGT-UHFFFAOYSA-N,50,0,NH2,C12N8H14,70.95874861,70.59762199
28062,c1c(N)c(N)c(N)c(c12)cc3c(n2)c(N)ncc3,SDKKFLGHUNUXHU-UHFFFAOYSA-N,50,0,NH2,C12N6H12,46.9401159,66.03713407
28063,c1ccc(N)c(c12)c(N)c3c(n2)c(N)nc(c3)N,SDZULAZVUQGVQT-UHFFFAOYSA-N,50,0,NH2,C12N6H12,52.18455842,23.06449812
28067,c1cccc(c12)c(N)c3c(n2)c(N)nc(N)c3N,SGNCVZHZDVZPTC-UHFFFAOYSA-N,50,0,NH2,C12N6H12,55.49560977,59.26939931
28073,c1cccc(c12)c(N)c3c(n2)cnc(c3)N,SJKHKQFLQBRZPO-UHFFFAOYSA-N,50,0,NH2,C12N4H10,40.81569928,23.43171923
28078,c1c(N)cc(N)c(c12)c(N)c3c(n2)cnc(c3)N,SNAUZNPUCFUXSG-UHFFFAOYSA-N,50,0,NH2,C12N6H12,51.73460509,29.60363655
28082,c1cc(N)c(N)c(c12)cc3c(n2)c(N)nc(N)c3N,SOOUBDBIFOOCGG-UHFFFAOYSA-N,50,0,NH2,C12N7H13,51.2059444,48.5037366
28092,c1c(N)c(N)cc(c12)cc3c(n2)c(N)nc(N)c3N,SUYHRYIXFJJODD-UHFFFAOYSA-N,50,0,NH2,C12N7H13,46.85209065,35.03908268
28095,c1c(N)cc(N)c(c12)c(N)c3c(n2)c(N)ncc3,SWLKQOFNQZTNEA-UHFFFAOYSA-N,50,0,NH2,C12N6H12,52.59478241,69.31292173
28098,c1cc(N)cc(c12)cc3c(n2)c(N)nc(c3)N,SYBJZTLLNQDFFM-UHFFFAOYSA-N,50,0,NH2,C12N5H11,34.26326468,-11.32271112
28102,Nc1cccc(c12)cc3c(n2)c(N)ncc3,SZNBJJMKQFVRMX-UHFFFAOYSA-N,50,0,NH2,C12N4H10,34.51293279,74.4452046
28115,c1ccc(N)c(c12)c(N)c3c(n2)cncc3,UAAARBYFVDBJBQ-UHFFFAOYSA-N,50,0,NH2,C12N4H10,50.12394987,90.60007142
28119,c1cc(N)cc(c12)c(N)c3c(n2)c(N)ncc3,UFRCNPMMHUXXBI-UHFFFAOYSA-N,50,0,NH2,C12N5H11,42.7045218,49.67544846
28128,Nc1ccc(N)c(c12)cc3c(n2)cnc(N)c3N,UIUOHPUJTBKMRT-UHFFFAOYSA-N,50,0,NH2,C12N6H12,47.12223459,80.27618086
28129,Nc1cc(N)c(N)c(c12)c(N)c3c(n2)c(N)ncc3,UJCLADHBXYDLKM-UHFFFAOYSA-N,50,0,NH2,C12N7H13,58.2247742,101.6583159
28138,c1cc(N)c(N)c(c12)c(N)c3c(n2)c(N)ncc3,UNRGHRFJBJGWPM-UHFFFAOYSA-N,50,0,NH2,C12N6H12,56.12057526,83.16409569
28147,c1ccc(N)c(c12)c(N)c3c(n2)c(N)ncc3N,UQNXRBNOUSTRCI-UHFFFAOYSA-N,50,0,NH2,C12N6H12,62.88867769,104.5095586
28148,Nc1ccc(N)c(c12)c(N)c3c(n2)c(N)nc(N)c3N,UQPNHBNUKKTOKP-UHFFFAOYSA-N,50,0,NH2,C12N8H14,68.64653375,90.47606148
28150,c1c(N)cc(N)c(c12)cc3c(n2)cnc(N)c3N,USDFNCYEAVIQBN-UHFFFAOYSA-N,50,0,NH2,C12N6H12,46.1080441,50.80866804
28155,Nc1c(N)c(N)c(N)c(c12)c(N)c3c(n2)cnc(N)c3N,UTIDJLUCJAIPNU-UHFFFAOYSA-N,50,0,NH2,C12N9H15,81.31212227,132.4360927
28160,Nc1cc(N)c(N)c(c12)cc3c(n2)c(N)ncc3,UYYWPJZSMRSHMX-UHFFFAOYSA-N,50,0,NH2,C12N6H12,44.17166291,83.73302964
28161,Nc1cc(N)c(N)c(c12)cc3c(n2)c(N)nc(c3)N,UZILNHMBBFSUID-UHFFFAOYSA-N,50,0,NH2,C12N7H13,44.70370582,34.28240202
28166,c1c(N)c(N)c(N)c(c12)cc3c(n2)c(N)nc(c3)N,VCCBBDGSOIKQNA-UHFFFAOYSA-N,50,0,NH2,C12N7H13,47.47371196,16.55687835
28173,c1ccc(N)c(c12)cc3c(n2)c(N)ncc3N,VFTQUIOWVPMDCB-UHFFFAOYSA-N,50,0,NH2,C12N5H11,42.64316731,80.19736505
28175,c1c(N)c(N)c(N)c(c12)cc3c(n2)cnc(N)c3N,VHJJTPAWXHGTMZ-UHFFFAOYSA-N,50,0,NH2,C12N7H13,55.02076775,68.97193024
28184,c1c(N)cc(N)c(c12)cc3c(n2)c(N)ncc3,VMULBWKMXWRYTD-UHFFFAOYSA-N,50,0,NH2,C12N5H11,38.61510152,48.02356497
28192,Nc1c(N)cc(N)c(c12)c(N)c3c(n2)c(N)nc(c3)N,VQOKJHRNKHYXFL-UHFFFAOYSA-N,50,0,NH2,C12N8H14,58.8935565,54.2295882
28201,c1cc(N)c(N)c(c12)c(N)c3c(n2)cncc3,VVMDHGSOEGOXPC-UHFFFAOYSA-N,50,0,NH2,C12N5H11,54.6597228,98.6265155
28202,c1c(N)ccc(c12)c(N)c3c(n2)c(N)ncc3,VXHYYWOMXFVTFT-UHFFFAOYSA-N,50,0,NH2,C12N5H11,42.64577546,53.11974438
28204,c1cc(N)c(N)c(c12)cc3c(n2)c(N)nc(c3)N,VXXSRPKOESIMJQ-UHFFFAOYSA-N,50,0,NH2,C12N6H12,42.73466575,7.895610961
28222,c1cc(N)c(N)c(c12)c(N)c3c(n2)c(N)ncc3N,WIPSERJGHWONOP-UHFFFAOYSA-N,50,0,NH2,C12N7H13,67.21181287,107.2551453
28231,Nc1cccc(c12)c(N)c3c(n2)cnc(c3)N,WMKBGSMRTUQDCB-UHFFFAOYSA-N,50,0,NH2,C12N5H11,42.79611945,46.99408456
28253,Nc1cc(N)cc(c12)cc3c(n2)cncc3,WVXKXODNJQXDOR-UHFFFAOYSA-N,50,0,NH2,C12N4H10,34.24109539,80.54771183
28259,Nc1cc(N)c(N)c(c12)c(N)c3c(n2)cnc(c3)N,WYHGITNGCMRFGB-UHFFFAOYSA-N,50,0,NH2,C12N7H13,57.46449003,62.93184946
28269,Nc1c(N)c(N)cc(c12)cc3c(n2)cncc3,XEBATJKCHOHCGY-UHFFFAOYSA-N,50,0,NH2,C12N5H11,42.52430555,100.4308164
28272,Nc1c(N)c(N)c(N)c(c12)cc3c(n2)cncc3,XFRSEHFOKYRDRI-UHFFFAOYSA-N,50,0,NH2,C12N6H12,53.23252502,121.4355549
28278,c1c(N)ccc(c12)c(N)c3c(n2)cnc(N)c3N,XKECDTIEJAHXKQ-UHFFFAOYSA-N,50,0,NH2,C12N6H12,54.8571853,63.48457493
28280,c1c(N)cc(N)c(c12)cc3c(n2)c(N)nc(c3)N,XKNAQJRAFVKPBZ-UHFFFAOYSA-N,50,0,NH2,C12N6H12,39.15021653,-1.598901568
28283,Nc1c(N)c(N)c(N)c(c12)c(N)c3c(n2)cncc3,XLUYTSGCTKGWHM-UHFFFAOYSA-N,50,0,NH2,C12N7H13,66.39821479,141.1898679
28286,Nc1cc(N)c(N)c(c12)c(N)c3c(n2)c(N)ncc3N,XMHDUYRVNCKCHI-UHFFFAOYSA-N,50,0,NH2,C12N8H14,69.34462303,132.3366908
28288,Nc1cc(N)cc(c12)c(N)c3c(n2)cncc3,XNKBDMSCCJXNAM-UHFFFAOYSA-N,50,0,NH2,C12N5H11,43.24787016,92.12294541
28292,Nc1c(N)c(N)c(N)c(c12)c(N)c3c(n2)cnc(c3)N,XOZMDVKYECDXLF-UHFFFAOYSA-N,50,0,NH2,C12N8H14,66.78030561,86.59729686
28296,Nc1c(N)cc(N)c(c12)c(N)c3c(n2)c(N)ncc3N,XQGJAAQKBXDLOE-UHFFFAOYSA-N,50,0,NH2,C12N8H14,69.92297749,134.8612195
28298,Nc1ccc(N)c(c12)c(N)c3c(n2)cncc3N,XRCXEZYDPFJXFT-UHFFFAOYSA-N,50,0,NH2,C12N6H12,63.4235834,143.188482
28308,c1c(N)c(N)c(N)c(c12)c(N)c3c(n2)cncc3N,XUZPJDPXGNHWOS-UHFFFAOYSA-N,50,0,NH2,C12N7H13,70.71587888,133.196726
28311,c1c(N)cc(N)c(c12)c(N)c3c(n2)cncc3,XWYMCIZCDJLSKZ-UHFFFAOYSA-N,50,0,NH2,C12N5H11,51.13120977,83.56936363
28313,c1c(N)c(N)c(N)c(c12)cc3c(n2)c(N)nc(N)c3N,XYDSETOCBDUZMK-UHFFFAOYSA-N,50,0,NH2,C12N8H14,55.8349095,57.09301181
28320,Nc1c(N)ccc(c12)cc3c(n2)cnc(N)c3N,YAFQOFRNBTUROJ-UHFFFAOYSA-N,50,0,NH2,C12N6H12,46.52752894,82.76611665
28321,Nc1c(N)ccc(c12)cc3c(n2)cnc(c3)N,YALMBJDGCCJXBP-UHFFFAOYSA-N,50,0,NH2,C12N5H11,38.46019131,40.54923615
28325,c1cc(N)c(N)c(c12)cc3c(n2)cncc3N,YCDYRXNEIJMVIJ-UHFFFAOYSA-N,50,0,NH2,C12N5H11,45.6620009,99.00054126
28326,c1cccc(c12)c(N)c3c(n2)c(N)ncc3N,YDBVGGAZCQUNRZ-UHFFFAOYSA-N,50,0,NH2,C12N5H11,51.56185015,96.30268564
28328,Nc1c(N)ccc(c12)cc3c(n2)c(N)ncc3N,YEXBERBNKXEHHI-UHFFFAOYSA-N,50,0,NH2,C12N6H12,43.88739112,105.5126073
28330,Nc1cc(N)cc(c12)c(N)c3c(n2)c(N)ncc3,YFKCHNCVTPAILF-UHFFFAOYSA-N,50,0,NH2,C12N6H12,44.61595257,76.4376399
28334,c1cc(N)cc(c12)cc3c(n2)cncc3,YGSBCIAIPOEPMZ-UHFFFAOYSA-N,50,0,NH2,C12N3H9,32.38506115,52.24010608
28335,Nc1ccc(N)c(c12)cc3c(n2)cncc3N,YGWPGTAJDVYCQX-UHFFFAOYSA-N,50,0,NH2,C12N5H11,43.16644397,118.9374129
28336,c1c(N)c(N)cc(c12)c(N)c3c(n2)c(N)nc(c3)N,YHHLHRMXKCHNAK-UHFFFAOYSA-N,50,0,NH2,C12N7H13,47.74028753,4.242250826
28337,Nc1cc(N)c(N)c(c12)cc3c(n2)cnc(c3)N,YHLCOOGIUHUVAX-UHFFFAOYSA-N,50,0,NH2,C12N6H12,43.47829556,44.92932901
28352,c1cc(N)c(N)c(c12)cc3c(n2)cnc(c3)N,YQLUVEPLTOIEIX-UHFFFAOYSA-N,50,0,NH2,C12N5H11,41.41275083,18.26468384
28369,Nc1c(N)cc(N)c(c12)cc3c(n2)cncc3,ZBYKOAKBRUYDEO-UHFFFAOYSA-N,50,0,NH2,C12N5H11,43.1172087,99.95046194
28372,c1c(N)ccc(c12)cc3c(n2)c(N)ncc3,ZDZPTSSMDXYXCG-UHFFFAOYSA-N,50,0,NH2,C12N4H10,33.72047235,40.22986076
28374,Nc1cc(N)c(N)c(c12)cc3c(n2)cnc(N)c3N,ZFGGPSIPYDZCRV-UHFFFAOYSA-N,50,0,NH2,C12N7H13,51.6875722,86.98676353
28375,Nc1c(N)cc(N)c(c12)cc3c(n2)c(N)nc(c3)N,ZFWFUSFXKUNHRG-UHFFFAOYSA-N,50,0,NH2,C12N7H13,44.88161208,36.0467011
28376,c1cc(N)cc(c12)c(N)c3c(n2)cncc3N,ZFWSQARJGIEXTG-UHFFFAOYSA-N,50,0,NH2,C12N5H11,51.00572189,98.95792216
28379,c1c(N)cc(N)c(c12)cc3c(n2)c(N)nc(N)c3N,ZHHVVNHGIZGBJA-UHFFFAOYSA-N,50,0,NH2,C12N7H13,47.67289505,39.0652261
28381,Nc1ccc(N)c(c12)cc3c(n2)c(N)nc(N)c3N,ZHLHIWAZKWFJKD-UHFFFAOYSA-N,50,0,NH2,C12N7H13,48.49996994,68.06884638
28386,c1c(N)c(N)c(N)c(c12)c(N)c3c(n2)c(N)ncc3N,ZKMIUVXKKBXNSQ-UHFFFAOYSA-N,50,0,NH2,C12N8H14,72.17994477,116.2479699
28387,c1cccc(c12)c(N)c3c(n2)cncc3,ZKNUPSBFBZJMQP-UHFFFAOYSA-N,50,0,NH2,C12N3H9,40.21331057,78.25450178
28389,c1cc(N)cc(c12)cc3c(n2)cncc3N,ZMVKAWICHPFHLQ-UHFFFAOYSA-N,50,0,NH2,C12N4H10,36.97751937,79.92671482
28410,c1cccc(c12)c(N)c3c(n2)c(N)ncc3,ZXIUOBCRYTUZPE-UHFFFAOYSA-N,50,0,NH2,C12N4H10,41.68522581,62.97302996
28414,c1cc(N)cc(c12)cc3c(n2)c(N)ncc3N,ZYVMXBPZMGPHHE-UHFFFAOYSA-N,50,0,NH2,C12N5H11,38.48342177,64.318127
28418,Nc1c(N)cc(N)c(c12)C=C3C(N2)=CNC(N)=C3N,AAFORAGBKKUPEZ-UHFFFAOYSA-N,50,1,NH2,C12N7H15,48.93947705,47.08851284
28420,c1cc(N)cc(c12)C=C3C(N2)=C(N)NC=C3,ABBXLXHORBDTOD-UHFFFAOYSA-N,50,1,NH2,C12N4H12,30.74944724,10.52835014
28423,Nc1c(N)c(N)c(N)c(c12)C(N)=C3C(N2)=CNC=C3N,ABULPKRWZPCRQF-UHFFFAOYSA-N,50,1,NH2,C12N8H16,70.4279429,128.1421959
28430,c1cc(N)cc(c12)C(N)=C3C(N2)=CNC=C3N,AEOQLSLEUJUQFA-UHFFFAOYSA-N,50,1,NH2,C12N5H13,43.30560774,68.83539048
28431,c1c(N)ccc(c12)C(N)=C3C(N2)=C(N)NC(N)=C3N,AFCAKELMSGJFGD-UHFFFAOYSA-N,50,1,NH2,C12N7H15,53.0361876,3.366768315
28433,c1c(N)c(N)c(N)c(c12)C=C3C(N2)=CNC=C3,AHABTMKQRSOQKW-UHFFFAOYSA-N,50,1,NH2,C12N5H13,39.05904936,76.64777213
28435,c1c(N)c(N)cc(c12)C(N)=C3C(N2)=CNC=C3N,AHENLAVKHRXNEP-UHFFFAOYSA-N,50,1,NH2,C12N6H14,47.69127932,72.77751684
28439,c1c(N)ccc(c12)C=C3C(N2)=C(N)NC=C3N,AIHJDZWQMVUYLA-UHFFFAOYSA-N,50,1,NH2,C12N5H13,35.50056625,17.04764893
28440,Nc1c(N)c(N)cc(c12)C=C3C(N2)=CNC(=C3)N,AIWVQDXUNQJLEE-UHFFFAOYSA-N,50,1,NH2,C12N6H14,39.59949207,23.50345555
28448,c1ccc(N)c(c12)C(N)=C3C(N2)=CNC=C3,AKZXXIGRZWZMMK-UHFFFAOYSA-N,50,1,NH2,C12N4H12,43.02724768,80.11667971
28456,c1cccc(c12)C=C3C(N2)=C(N)NC=C3,AOJRAAHUFZMMPS-UHFFFAOYSA-N,50,1,NH2,C12N3H11,29.80060723,21.19591986
28466,Nc1c(N)c(N)cc(c12)C(N)=C3C(N2)=CNC(=C3)N,AQSMDNZGXADRBM-UHFFFAOYSA-N,50,1,NH2,C12N7H15,49.50776554,33.59186706
28478,Nc1ccc(N)c(c12)C=C3C(N2)=C(N)NC=C3,AYGFOQOCVXSFQC-UHFFFAOYSA-N,50,1,NH2,C12N5H13,39.26481168,34.9870325
28479,c1ccc(N)c(c12)C=C3C(N2)=C(N)NC=C3N,AYPJJAJZRLAHEB-UHFFFAOYSA-N,50,1,NH2,C12N5H13,39.69683928,33.17897412
28490,c1cc(N)c(N)c(c12)C(N)=C3C(N2)=C(N)NC=C3,BCZHMGINOQUSKO-UHFFFAOYSA-N,50,1,NH2,C12N6H14,52.26043218,48.05810833
28496,c1cc(N)c(N)c(c12)C(N)=C3C(N2)=CNC(=C3)N,BHCCOEHUKASQMN-UHFFFAOYSA-N,50,1,NH2,C12N6H14,48.60319537,28.34644505
28502,Nc1cc(N)c(N)c(c12)C(N)=C3C(N2)=CNC(N)=C3N,BKNANEDYXSVIMA-UHFFFAOYSA-N,50,1,NH2,C12N8H16,66.34235118,65.38578946
28506,c1cc(N)c(N)c(c12)C=C3C(N2)=C(N)NC(N)=C3N,BMAUEWHUFZNAOS-UHFFFAOYSA-N,50,1,NH2,C12N7H15,49.38005043,3.86950303
28507,Nc1ccc(N)c(c12)C=C3C(N2)=C(N)NC=C3N,BMGYFVDVBQSNMZ-UHFFFAOYSA-N,50,1,NH2,C12N6H14,44.30629839,39.24213788
28520,Nc1cccc(c12)C=C3C(N2)=CNC(=C3)N,BWJOTAMPWCIESK-UHFFFAOYSA-N,50,1,NH2,C12N4H12,30.3836301,9.589423585
28527,c1cc(N)cc(c12)C(N)=C3C(N2)=CNC(N)=C3N,BZICVEBHRLSIOY-UHFFFAOYSA-N,50,1,NH2,C12N6H14,48.36209643,30.9319599
28533,Nc1c(N)cc(N)c(c12)C=C3C(N2)=CNC(=C3)N,CBXWRNHSJICLHX-UHFFFAOYSA-N,50,1,NH2,C12N6H14,40.14273968,25.37582936
28537,c1cccc(c12)C=C3C(N2)=C(N)NC=C3N,CCWGWKWZIMJGNJ-UHFFFAOYSA-N,50,1,NH2,C12N4H12,34.73524955,25.57397308
28538,c1c(N)c(N)cc(c12)C(N)=C3C(N2)=C(N)NC=C3N,CCZXSLOLBNOIDK-UHFFFAOYSA-N,50,1,NH2,C12N7H15,52.43732845,39.35910868
28541,c1c(N)c(N)cc(c12)C(N)=C3C(N2)=CNC=C3,CEJUBOQGUGXAOY-UHFFFAOYSA-N,50,1,NH2,C12N5H13,39.3953153,63.15227128
28544,Nc1cc(N)cc(c12)C(N)=C3C(N2)=C(N)NC(N)=C3N,CGPIWBGGCQJDMU-UHFFFAOYSA-N,50,1,NH2,C12N8H16,57.6496281,7.212466485
28550,c1c(N)cc(N)c(c12)C=C3C(N2)=CNC=C3,CIGJUTOUWRRAPB-UHFFFAOYSA-N,50,1,NH2,C12N4H12,30.79412164,57.70430919
28551,c1cc(N)c(N)c(c12)C=C3C(N2)=C(N)NC=C3,CIGXPFVZCJKEKF-UHFFFAOYSA-N,50,1,NH2,C12N5H13,39.22320252,33.16395937
28570,Nc1cc(N)cc(c12)C=C3C(N2)=CNC(=C3)N,CSNCDXJROPVRNG-UHFFFAOYSA-N,50,1,NH2,C12N5H13,31.38279064,2.41923318
28575,c1c(N)cc(N)c(c12)C=C3C(N2)=CNC(N)=C3N,CUHKGPGPUIGVSP-UHFFFAOYSA-N,50,1,NH2,C12N6H14,40.47973378,25.91948545
28578,Nc1cccc(c12)C=C3C(N2)=C(N)NC(=C3)N,CVNMRSSRNLGBJU-UHFFFAOYSA-N,50,1,NH2,C12N5H13,34.99836527,-20.37133376
28579,c1c(N)c(N)c(N)c(c12)C=C3C(N2)=CNC(N)=C3N,CVVSIBWUIKDZQV-UHFFFAOYSA-N,50,1,NH2,C12N7H15,49.2086037,45.02064337
28580,Nc1ccc(N)c(c12)C(N)=C3C(N2)=C(N)NC=C3N,CVVSSIGDRDNIAS-UHFFFAOYSA-N,50,1,NH2,C12N7H15,61.36610459,58.00596569
28584,Nc1ccc(N)c(c12)C=C3C(N2)=CNC=C3N,CXYCGVUSTFAKJL-UHFFFAOYSA-N,50,1,NH2,C12N5H13,39.41589382,74.32064432
28614,c1ccc(N)c(c12)C=C3C(N2)=CNC(N)=C3N,DLVGVLOLNYKBNE-UHFFFAOYSA-N,50,1,NH2,C12N5H13,39.48015759,30.90398267
28620,c1c(N)c(N)c(N)c(c12)C=C3C(N2)=C(N)NC=C3N,DNCNWEXPLIDJBE-UHFFFAOYSA-N,50,1,NH2,C12N7H15,49.64747078,47.16518407
28638,Nc1c(N)ccc(c12)C(N)=C3C(N2)=CNC=C3N,DTDFGNIGAHMCIQ-UHFFFAOYSA-N,50,1,NH2,C12N6H14,51.86135052,93.11482656
28640,c1cccc(c12)C=C3C(N2)=CNC(N)=C3N,DTOQGTGLZVTQMO-UHFFFAOYSA-N,50,1,NH2,C12N4H12,34.43766124,23.36489094
28641,Nc1c(N)c(N)c(N)c(c12)C=C3C(N2)=C(N)NC(N)=C3N,DVAMDLHFEDTWHD-UHFFFAOYSA-N,50,1,NH2,C12N9H17,64.25871913,38.8939146
28642,c1c(N)c(N)c(N)c(c12)C(N)=C3C(N2)=CNC(=C3)N,DVNAOYAUSGHUTK-UHFFFAOYSA-N,50,1,NH2,C12N7H15,53.52454995,42.19732511
28647,Nc1cccc(c12)C=C3C(N2)=CNC(N)=C3N,FBKNBSHNXXHCSJ-UHFFFAOYSA-N,50,1,NH2,C12N5H13,38.87876889,30.91586495
28650,Nc1c(N)c(N)cc(c12)C=C3C(N2)=C(N)NC=C3N,FCTUNLXJVREPCR-UHFFFAOYSA-N,50,1,NH2,C12N7H15,49.15897631,47.09245636
28655,Nc1c(N)cc(N)c(c12)C(N)=C3C(N2)=C(N)NC(=C3)N,FEUXGTLFIGCSRE-UHFFFAOYSA-N,50,1,NH2,C12N8H16,58.66701786,10.55356268
28658,Nc1c(N)c(N)c(N)c(c12)C=C3C(N2)=CNC(N)=C3N,FHACYEYHXXAXDL-UHFFFAOYSA-N,50,1,NH2,C12N8H16,58.08355368,69.14611346
28662,c1ccc(N)c(c12)C(N)=C3C(N2)=CNC(N)=C3N,FIYSLALCNIGOFO-UHFFFAOYSA-N,50,1,NH2,C12N6H14,57.30634581,55.99070853
28670,c1c(N)ccc(c12)C(N)=C3C(N2)=CNC(N)=C3N,FLUVRAUTRSEBJI-UHFFFAOYSA-N,50,1,NH2,C12N6H14,48.30697769,36.10946508
28671,c1cc(N)cc(c12)C=C3C(N2)=CNC(N)=C3N,FMJZHEWAQAPKIP-UHFFFAOYSA-N,50,1,NH2,C12N5H13,35.38524602,12.63033814
28677,Nc1c(N)cc(N)c(c12)C=C3C(N2)=C(N)NC=C3N,FTOURDSHCXECOJ-UHFFFAOYSA-N,50,1,NH2,C12N7H15,48.68605267,48.82422405
28679,Nc1cc(N)c(N)c(c12)C(N)=C3C(N2)=CNC=C3N,FUBQFSWWCPMMRL-UHFFFAOYSA-N,50,1,NH2,C12N7H15,61.39827951,104.0266689
28680,Nc1ccc(N)c(c12)C(N)=C3C(N2)=C(N)NC(N)=C3N,FVHFYFVUXQFUHX-UHFFFAOYSA-N,50,1,NH2,C12N8H16,66.32012674,26.17081077
28681,c1ccc(N)c(c12)C=C3C(N2)=C(N)NC(=C3)N,FVIKMJAFBWGDPK-UHFFFAOYSA-N,50,1,NH2,C12N5H13,35.54051725,-20.2271144
